Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Views,Road,Road Width,Road Type,Posted,Amenities,Area (Sq. Meter),Build Area (Sq. Meter)
"House For Sale In Baniyatar, Kathmandu","Baniyatar, Baniyatar, Kathmandu",Kathmandu,32000000,9,4,,0,East,,342,10 Feet / Blacktopped,10 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",158.98029,
"House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu",Kathmandu,14000000,0,0,3.0,1,East,,444,10 Feet,10 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",79.49014,
"House For Sale In Baniyatar, Kathmandu","Baniyatar, Baniyatar, Kathmandu",Kathmandu,35000000,10,3,3.0,0,North,,265,16 Feet / Blacktopped,16 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",127.184235,
"House For Sale In Nakkhu, Lalitpur","Nearby of Medicity Hospital, Nakkhu, Lalitpur",Lalitpur,25500000,4,4,2.5,0,North West,,755,14 Feet / Gravelled,14 Feet , Gravelled,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",133.54344,
"House For Sale In Thasikhel, Lalitpur","Shabyatanagar, Lalitpur, Thasikhel, Lalitpur",Lalitpur,24000000,12,4,3.0,4,South East,,303,0 Feet,0 Feet,,11 months ago,"['Water Supply', 'Balcony', 'Water Well', 'Fencing', 'TV Cable', 'Wifi', 'Drainage']",127.184235,127.184235
"Land : Land For Sale In Lekhnath, Pokhara","Pokhara, Lekhnath, Pokhara",Pokhara,850000017,0,0,,0,East,,382,20 Feet,20 Feet,,11 months ago,[],165.33951,165.33951
"House For Sale In Dhapasi, Kathmandu","Dhapashi, Basundhara, Tokha - 5, Dhapasi, Kathmandu",Kathmandu,18700000,1,1,3.0,1,East,,412,7 Feet,7 Feet,,11 months ago,"['Backyard', 'Water Supply', 'Drainage', 'Garden', 'Fencing', 'Water Well']",2551.6335,1526.2108
"Flat For Rent In Sankhamul, Kathmandu","Newbaneshwar , Radhamarga, Sankhamul, Kathmandu",Kathmandu,19500,0,0,,0,East,,646,0 Feet,0 Feet,,11 months ago,[],74.32241,
"Attractive Land In Kirtipur : Land For Sale In Kirtipur, Kirtipur","Bhutkhel, Kirtipur, Kathmandu",Kathmandu,1600000,0,0,,0,East,,257,20 Feet / Gravelled,20 Feet , Gravelled,11 months ago,[],890.2896,890.2896
"House For Sale In Imadol, Lalitpur","Near Buddha Party Palace, Imadol, Lalitpur",Lalitpur,16500000,5,3,3.0,0,South,,635,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",111.2862,
"Prachanda Chitrakar : Hostel For Rent In Ason, Kathmandu","Thahity, Ason, Kathmandu",Kathmandu,190000150000,0,0,7.0,3,West,1994.0,352,20 Feet / Blacktopped,20 Feet , Blacktopped,11 months ago,"['Drainage', 'Water Supply']",510.96658,63.592117
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Baluwa Gaabisa, Gokarneshwor, Kathmandu",Kathmandu,750000,0,0,,0,West,,375,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,11 months ago,[],127.184235,
"Land For Sale In Lubhu, Lalitpur","Lubhu, Lubhu, Lalitpur",Lalitpur,1250000,0,0,,0,North,,300,20 Feet,20 Feet,,11 months ago,[],2543.6846,
"House For Sale In Hadigaun, Kathmandu","Hadigaun, Hadigaun, Kathmandu",Kathmandu,25000000,0,0,4.0,0,West,,323,13 Feet,13 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",95.388176,
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,31800000,10,0,3.0,0,East,,473,14 Feet / Blacktopped,14 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",162.1599,
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2500000,0,0,,0,South,,346,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,11 months ago,[],286.16452,
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,27500000,0,0,,0,North,,351,13 Feet / Gravelled,13 Feet , Gravelled,11 months ago,[],127.184235,
"Land : Land For Sale In Joranku, Kathmandu","Tarkeshwor Municipality, Joranku, Kathmandu",Kathmandu,84000002100000,0,0,,0,East,,208,10 Feet / Gravelled,10 Feet , Gravelled,11 months ago,[],127.184235,
"6 Aana 4 Kune Plating Jagga : Land For Sale In Lalitpur, Lalitpur","Jharuwarashi, Lalitpur, Lalitpur",Lalitpur,78000001300000,0,0,,0,East,,414,20 Feet,20 Feet,,11 months ago,[],3052.4216,3052.4216
"House For Sale In Tokha, Kathmandu","Greenland Chowk, Tokha, Kathmandu",Kathmandu,26000000,0,0,3.0,0,West,,309,15 Feet / Blacktopped,15 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",130.36383,
"Business For Sale In Pepsicola, Kathmandu","Nearby, Sunsite, Pepsicola, Kathmandu",Kathmandu,800000,0,0,,0,West,,216,15 Feet / Blacktopped,15 Feet , Blacktopped,11 months ago,[],55.74181,
"House For Sale In Satungal, Kathmandu","Satungal, Satungal, Kathmandu",Kathmandu,9500000,4,0,,0,South,,595,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,11 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",127.184235,
"House For Sale In Kapan, Kathmandu","Aakashaydhara, Kapan, Kathmandu",Kathmandu,15000000,0,0,,0,West,,329,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,"['Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",95.388176,
"House For Rent In Budhanilkantha, Kathmandu","italittar, Budhanilkantha, Kathmandu",Kathmandu,43000,4,3,,0,West,,399,15 Feet / Blacktopped,15 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",185.80603,
"2 Commerical House Sale In Naxal : House For Sale In Naxal, Kathmandu","naxal main road , next to NMB Bank, Naxal, Kathmandu",Kathmandu,150000000,0,0,3.5,0,North,2065.0,372,20 Feet,20 Feet,,11 months ago,"['Garage', 'Garden', 'Water Supply', 'TV Cable', 'Water Well', 'Drainage', 'Water Tank']",3068.3196,371.61206
"House For Sale In Budhanilkantha, Kathmandu","Hepali Height, Budhanilkantha, Kathmandu",Kathmandu,42500000,5,4,,0,South West,,2.9K,20 Feet,20 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",174.87831,
"Flat For Rent In Hattiban, Lalitpur","Nearby, Cancer Hospital, Hattiban, Lalitpur",Lalitpur,30000,0,0,,0,North,,885,15 Feet / Blacktopped,15 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",74.32241,
"Land For Sale In Suryabinayak, Bhaktapur","Suryabinayak, Suryabinayak, Bhaktapur",Bhaktapur,1675000,0,0,,0,East,,306,31 Feet,31 Feet,,11 months ago,[],2038.9277,
"Business For Sale In Kalimati, Kathmandu","Nearby Solti Hotel, Kalimati, Kathmandu",Kathmandu,6000000,0,0,,0,West,,214,15 Feet / Blacktopped,15 Feet , Blacktopped,11 months ago,[],65.03211,
"House For Sale In Tokha, Kathmandu","Mahadevtar, Tokha, Kathmandu",Kathmandu,60000000,0,0,3.0,3,East,,242,13 Feet,13 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",286.16452,
"House For Sale In Tahachal, Kathmandu","Tahachal, Kathmandu, Tahachal, Kathmandu",Kathmandu,40000000,0,0,2.5,0,West,,354,20 Feet / Paved,20 Feet , Paved,11 months ago,[],193.95595,111.2862
"Bafal Kohinoor Housing Colony : House For Sale In Kalimati, Kathmandu","Purano Kalimati, Kalimati, Kathmandu",Kathmandu,29500000,0,0,,0,East,,430,0 Feet,0 Feet,,11 months ago,[],1550.0579,
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,19000000,3,2,2.0,0,South West,,1.1K,24 Feet / Blacktopped,24 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",98.56778,
"Land For Sale In Thapathali, Kathmandu","Behind Rastra Bank, Thapathali, Kathmandu",Kathmandu,7500000,0,0,,0,East,,282,18 Feet / Gravelled,18 Feet , Gravelled,11 months ago,[],397.4507,
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,32500000,4,3,,0,North West,,335,16 Feet / Gravelled,16 Feet , Gravelled,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",174.87831,
"House For Sale In Bhaisepati, Lalitpur","Gokul Aawas, Bhaisepati, Lalitpur",Lalitpur,44500000,5,5,3.0,0,North,,641,16 Feet / Gravelled,16 Feet , Gravelled,11 months ago,[],206.67438,
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,32000000,5,4,3.0,0,South,,301,15 Feet / Gravelled,15 Feet , Gravelled,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",158.98029,
"House For Sale In Golfutar, Kathmandu","Hepali, Golfutar, Kathmandu",Kathmandu,28500000,5,0,3.0,0,North East,,1.5K,12 Feet / Gravelled,12 Feet , Gravelled,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",130.36383,
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,26000000,5,3,3.0,0,East,,3.4K,12 Feet / Blacktopped,12 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",136.72305,
"Land For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,2800000,0,0,,0,West,,276,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,11 months ago,[],572.32904,
"House For Sale In Nagdhunga, Kathmandu","Nagdhunga, Nagdhunga, Kathmandu",Kathmandu,9500000,4,2,2.0,0,West,,460,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",101.74738,
"Land For Sale In Dakshinkali, Kathmandu","Farsidol, Dakshinkali, Kathmandu",Kathmandu,400000,0,0,,0,East,,341,0 Feet,0 Feet,,11 months ago,[],508.73694,
"House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,25000000,6,4,3.0,0,North,,636,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",158.98029,
"House For Sale In Thankot, Kathmandu","Near by kalikasthan temple, Thankot, Kathmandu",Kathmandu,17500000,5,2,3.0,0,South,,344,16 Feet / Blacktopped,16 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",127.184235,
"House For Rent In Chabahil, Kathmandu","Bulbule, Chabahil, Kathmandu",Kathmandu,100000,1,1,4.0,1,West,2070.0,458,16 Feet,16 Feet,,11 months ago,"['Garage', 'Balcony', 'Fencing', 'Garden', 'Drainage', 'Water Supply', 'TV Cable', 'Water Tank']",127.184235,111.2862
"Flat For Rent In Sanepa, Lalitpur","sanepa, Sanepa, Lalitpur",Lalitpur,19900,2,1,,1,East,,586,20 Feet / Blacktopped,20 Feet , Blacktopped,11 months ago,['Water Supply'],0.0,
"Darkroom : Business For Sale In Kupondole, Lalitpur","Kupondole, Kupondole, Lalitpur",Lalitpur,2200000,0,1,4.0,10,East,,195,14 Feet / Paved,14 Feet , Paved,11 months ago,[],92.903015,92.903015
"House For Sale In Syuchatar, Kathmandu","Nagarjun, Syuchatar, Kathmandu",Kathmandu,40000000,0,0,,0,South,,413,16 Feet / Blacktopped,16 Feet , Blacktopped,11 months ago,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",635.92114,
"Business For Sale In Machha Pokhari, Kathmandu","Opp. to Machapokhari Complex, Machha Pokhari, Kathmandu",Kathmandu,1800000,0,0,,0,North,,211,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,[],27.870905,
"House For Sale In Goldhunga, Kathmandu","Nearby, Rangasala, Goldhunga, Kathmandu",Kathmandu,6500000,3,1,1.0,0,West,,608,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,11 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",79.49014,
"Land For Sale In Swayambhu, Kathmandu","Swayambhu, Swayambhu, Kathmandu",Kathmandu,850000,0,0,,0,South,,639,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,11 months ago,[],136.72305,
"Land : Land For Sale In Dakshinkali, Kathmandu","Chalnakhel, dakshinkali-1, Dakshinkali, Kathmandu",Kathmandu,1350000,0,0,,0,East,,230,14 Feet,14 Feet,,11 months ago,['Water Supply'],381.5527,
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari.pepsicola, Kadaghari, Kathmandu",Kathmandu,12500000,3,1,1.0,1,North East,2074.0,496,13 Feet / Gravelled,13 Feet , Gravelled,11 months ago,[],95.388176,95.388176
"2BHK Flat : Flat For Rent In Mulpani, Kathmandu","Dumadevi Mandir, Mulpani, Mulpani, Kathmandu",Kathmandu,14999,2,1,3.0,3,West,2075.0,459,8 Feet / Soil Stabilized,8 Feet , Soil Stabilized,11 months ago,[],127.184235,
"Devi Bhandari : House For Sale In Samakhusi, Kathmandu","samakhushi, Samakhusi, Kathmandu",Kathmandu,130000004000000,2,1,1.0,1,South,2071.0,350,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,11 months ago,"['Water Well', 'Water Tank', 'Water Supply', 'Drainage']",1021.45386,1021.45386
"Land For Sale In Sankhamul, Kathmandu","Ganesh Marga, Sankhamul, Kathmandu",Kathmandu,6000000,0,0,,0,East,,4K,13 Feet,13 Feet,,11 months ago,[],143.08226,
"House On Sale : House For Sale In Maharajgunj, Kathmandu","Chapal kharkhana, Maharajgunj, Kathmandu",Kathmandu,70000000,7,5,3.0,8,East,2059.0,828,12 Feet / Blacktopped,12 Feet , Blacktopped,11 months ago,"['Lawn', 'Backyard', 'Balcony', 'Garden', 'Water Supply', 'Solar Water', 'Water Tank']",476.94086,190.77635
"Chitwan Ghaderi : Land For Sale In Bharatpur, Chitwan","14, Bharatpur, Chitwan",Chitwan,3800000,0,0,,0,West,,493,9 Meter / Blacktopped,9 Meter , Blacktopped,11 months ago,[],338.62,338.62
"Business For Sale In Gatthaghar, Bhaktapur","Nearby Siddhartha School, Gatthaghar, Bhaktapur",Bhaktapur,1700000,0,0,,0,North,,232,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,[],74.32241,
"House For Sale In Imadol, Lalitpur","Near Pawan Prakriti School, Imadol, Lalitpur",Lalitpur,14200000,2,1,1.0,4,East,2074.0,531,20 Feet / Gravelled,20 Feet , Gravelled,11 months ago,[],111.2862,
"Business For Sale In Jorpati, Kathmandu","Jorpati Chowk, Jorpati, Kathmandu",Kathmandu,1300000,0,0,,0,South,,194,15 Feet / Blacktopped,15 Feet , Blacktopped,11 months ago,[],55.74181,
"Business For Sale In Koteshwor, Kathmandu","Nearby Mahadevsthan Mandir, Koteshwor, Kathmandu",Kathmandu,1000000,0,0,,0,North,,174,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,[],65.03211,
"Land On Sale At Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,2500000,0,0,,0,East,,1.4K,20 Feet / Gravelled,20 Feet , Gravelled,11 months ago,[],2050.8457,
"Land At Jyotinagar : Land For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,2800000,0,0,,0,North East,,282,13 Feet / Paved,13 Feet , Paved,11 months ago,[],2062.7747,
"Italian/Coffee Shop/Fire Wooden Pizza/Barista Academy : Business For Sale In Kumaripati, Lalitpur","kumaripati, Kumaripati, Lalitpur",Lalitpur,2500000,0,0,2.0,0,South,,258,22 Meter / Soil Stabilized,22 Meter , Soil Stabilized,11 months ago,"['Water Supply', 'Balcony', 'TV Cable', 'Frontyard', 'Wifi', 'Gym', 'Water Tank', 'Modular Kitchen']",50873.69,
"Land For Sale In Thecho, Lalitpur","Thecho, Thecho, Lalitpur",Lalitpur,1400000,0,0,,0,South,,283,23 Feet,23 Feet,,11 months ago,[],222.5724,
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,55000000,0,0,3.0,0,East,,307,13 Feet,13 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",0.74322414,
"Sitapila : Land For Sale In Sitapaila, Kathmandu","Sitapila, Sitapaila, Kathmandu",Kathmandu,216000002700000,0,0,,0,East,,405,12 Feet / Paved,12 Feet , Paved,11 months ago,[],4077.8445,254.36847
"House For Sale In Lazimpat, Kathmandu","Lazimpat, Lazimpat, Kathmandu",Kathmandu,30000000,0,0,3.0,0,South East,,550,10 Feet,10 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",190.77635,
"New Ghar Bikarima Kapan Ekatabasti : House For Sale In Budhanilkantha, Kathmandu","Kapan, Budhanilkantha, Kathmandu",Kathmandu,12800000,2,1,1.0,2,West,2075.0,630,12 Feet / Gravelled,12 Feet , Gravelled,11 months ago,"['Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Tank']",101.74738,98.56778
"House For Sale In Manamaiju, Kathmandu","Manamaiju, Manamaiju, Kathmandu",Kathmandu,25000000,0,0,3.0,0,West,,420,13 Feet,13 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",174.87831,
"House For Sale In Gongabu, Kathmandu","Nearby Indraini Bridge, Gongabu, Kathmandu",Kathmandu,12500000,0,0,1.0,1,East,,517,10 Feet,10 Feet,,11 months ago,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",103.33719,
"Land For Sale In Gongabu, Kathmandu","New Buspark, Gongabu, Kathmandu",Kathmandu,4500000,0,0,,0,North West,,197,15 Feet,15 Feet,,11 months ago,[],158.98029,
"House For Sale In Dhungedhara, Kathmandu","Dhungedhara, Dhungedhara, Kathmandu",Kathmandu,23000000,0,0,3.0,0,South,,2.3K,12 Feet,12 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",127.184235,
"House For Sale In Chandol, Kathmandu","Chandol, Chandol, Kathmandu",Kathmandu,15000000,0,0,,0,South East,,354,20 Feet,20 Feet,,11 months ago,"['Drainage', 'Water Tank']",63.592117,
"Land For Sale In Kapan, Kathmandu","Chunikhel, Kapan, Kathmandu",Kathmandu,1600000,0,0,,0,South,,346,20 Feet,20 Feet,,11 months ago,[],9161.245,
"House For Sale In Budhanilkantha, Kathmandu","Chappali Bhadrakali, Budhanilkantha, Kathmandu",Kathmandu,25000000,0,0,,1,South East,,520,13 Feet,13 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",127.184235,
"Land For Sale In Fulbari, Pokhara","Fulbari, Near to Ward 11 office, Fulbari, Pokhara",Pokhara,2300000,0,0,,0,South,,515,15 Feet / Blacktopped,15 Feet , Blacktopped,11 months ago,[],158.98029,
"Hotel Rupa Begnas Lake Inn : House For Sale In Lekhnath, Pokhara","Begnas lake, Lekhnath, Pokhara",Pokhara,2000000025,9,10,3.0,3,North,2074.0,439,20 Feet / Gravelled,20 Feet , Gravelled,11 months ago,"['Garage', 'Backyard', 'Balcony', 'Frontyard', 'Garden', 'Microwave', 'TV Cable', 'Washing Machine', 'Wifi', 'Water Supply', 'Solar Water']",2034.9478,1041.3209
"Land For Sale In Balaju, Kathmandu","Balaju Bypass, Balaju, Kathmandu",Kathmandu,4500000,0,0,,0,West,,310,16 Feet,16 Feet,,11 months ago,[],4596.5205,
"House For Sale In Jorpati, Kathmandu","Besigaun, Jorpati, Kathmandu",Kathmandu,39000000,9,4,5.0,0,East,,295,11 Meter,11 Meter,,11 months ago,"['Balcony', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",95.388176,
"Beautiful Land Sale On Radhe Radhe Bhaktapur : Land For Sale In Bhaktapur, Bhaktapur","Bhaktapur, Bhaktapur, Bhaktapur",Bhaktapur,140000003500000,0,0,,0,South,2076.0,515,13 Feet / Gravelled,13 Feet , Gravelled,11 months ago,[],2034.9478,
"Land For Sale In Bharatpur, Chitwan","Krishi Chowk, Bharatpur, Chitwan",Chitwan,1300000,0,0,,0,North,,780,10 Feet / Soil Stabilized,10 Feet , Soil Stabilized,11 months ago,[],1354.48,
"Land For Sale In Gokarneshwor, Kathmandu","Suntakhan, Gokarneshwor, Kathmandu",Kathmandu,950000,0,0,,0,West,,261,32 Feet / Soil Stabilized,32 Feet , Soil Stabilized,11 months ago,[],37.766056,
"Land For Sale In Gokarneshwor, Kathmandu","Nearby, Nayapati Gumba, Gokarneshwor, Kathmandu",Kathmandu,1650000,0,0,,0,North,,435,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,11 months ago,[],165.33951,
"House For Sale In Nakhipot, Lalitpur","Milan Chowk, Nakhipot, Lalitpur",Lalitpur,20500000,0,0,3.0,0,South,,694,10 Feet / Gravelled,10 Feet , Gravelled,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",127.184235,
"Land For Sale In Jorpati, Kathmandu","Chamunda Mandir, Jorpati, Kathmandu",Kathmandu,2100000,0,0,,0,North,,281,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,11 months ago,[],133.54344,
"Land For Sale In Jorpati, Kathmandu","Aarubot, Jorpati, Kathmandu",Kathmandu,2100000,0,0,,0,South,,382,13 Feet / Gravelled,13 Feet , Gravelled,11 months ago,[],127.184235,
"Under Construction House On Sale : House For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,27500000,10,3,3.0,2,South,2076.0,1.3K,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,"['Garage', 'Backyard', 'Fencing', 'Frontyard', 'Microwave', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply']",2042.8967,
"Land For Sale In Thali, Kathmandu","Near by Shanti Batika., Thali, Kathmandu",Kathmandu,1650000,0,0,,0,South,,219,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,11 months ago,[],127.184235,
"House For Sale In Balkhu, Kathmandu","Brihat Cluster, Balkhu, Kathmandu",Kathmandu,22835000,4,3,,0,West,,819,20 Feet,20 Feet,,11 months ago,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",1538.1398,153.28998
"House For Sale In Jorpati, Kathmandu","Narayantar, Jorpati, Kathmandu",Kathmandu,16500000,9,3,3.0,0,South West,,614,10 Feet / Gravelled,10 Feet , Gravelled,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",95.388176,
"Land For Sale In Budhanilkantha, Kathmandu","Nearby, Panchkanyaa School, Budhanilkantha, Kathmandu",Kathmandu,2100000,0,0,,0,North,,328,13 Feet / Soil Stabilized,13 Feet , Soil Stabilized,11 months ago,[],127.184235,
"Land For Sale In Tokha, Kathmandu","Nearby, Manakamana Mandir, Tokha, Kathmandu",Kathmandu,1600000,0,0,,0,North,,261,12 Feet / Gravelled,12 Feet , Gravelled,11 months ago,[],127.184235,
"Land For Sale In Lele, Lalitpur","Lele, Lele, Lalitpur",Lalitpur,600000,0,0,,0,South East,,288,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,11 months ago,[],1176.4541,
"Newly Constructed House : House For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,32000000,5,4,3.0,2,South East,2076.0,4K,13 Feet / Blacktopped,13 Feet , Blacktopped,11 months ago,"['Garage', 'Backyard', 'Balcony', 'Deck', 'Fencing', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Well']",2551.6335,
"Mountain Property : Land For Sale In Kamalpokhari, Pokhara","Hudikot, Pokhara, Kamalpokhari, Pokhara",Pokhara,2500000,0,0,,0,North,,390,0 Feet,0 Feet,,11 months ago,[],2543.6846,
"Pragati Nagar : Land For Sale In Chauthe, Pokhara","chauthe. Pokhara, Chauthe, Pokhara",Pokhara,650000,0,0,,0,North,,329,0 Feet,0 Feet,,11 months ago,[],1017.4739,
"Land Near Prithivi Highway : Land For Sale In Chauthe, Pokhara","Chauthe, Pokhara, Chauthe, Pokhara",Pokhara,12000000,0,0,,0,North East,,453,20 Feet / Gravelled,20 Feet , Gravelled,11 months ago,[],635.92114,
"22 Aana Land For Sale Near Iceland Hotel Pokhara : Land For Sale In Dhampus, Kaski","Pokhara, Dhampus, Kaski",Kaski,1500000015,0,0,,0,East,,438,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,11 months ago,[],699.51324,
"DeepLila Sadan : House For Sale In Dhapakhel, Lalitpur","Dhapakhel Height, Dhapakhel, Lalitpur",Lalitpur,42000000,6,5,4.0,5,South West,2068.0,303,0 Feet / Blacktopped,0 Feet , Blacktopped,11 months ago,"['Garage', 'Balcony', 'Garden', 'Water Supply', 'Water Well', 'Microwave', 'Water Tank', 'Solar Water', 'Fencing', 'Backyard', 'Frontyard', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage']",349.75662,
"Office Space For Rent In Kupondole, Lalitpur","Kupandole, Kupondole, Lalitpur",Lalitpur,50000,3,2,2.0,4,East,2015.0,644,25 Feet / Blacktopped,25 Feet , Blacktopped,11 months ago,"['Drainage', 'Water Supply']",143.08226,60.386963
"House For Sale In Budhanilkantha, Kathmandu","Chapali, Budhanilkantha, Kathmandu",Kathmandu,66000000,0,0,3.0,0,East,,387,40 Feet / Blacktopped,40 Feet , Blacktopped,11 months ago,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",263.9073,
"Land For Sale In Thaiba, Lalitpur","Thaiba, Thaiba, Lalitpur",Lalitpur,1850000,0,0,,0,South,,300,20 Feet / Soil Stabilized,20 Feet , Soil Stabilized,11 months ago,[],127.184235,
"Land For Sale In Hetauda, Makwanpur","Piple Marg, Hetauda, Makwanpur",Makwanpur,600000,0,0,,0,East,,382,3.5 Meter,3.5 Meter,,11 months ago,[],169.3,
"Land For Sale In Chandragiri, Kathmandu","Matatirtha, Chandragiri, Kathmandu",Kathmandu,1200000,0,0,,0,North East,,1.3K,20 Feet,20 Feet,,11 months ago,[],127.184235,
